PLAYER_ID,PLAYER_NAME,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,DRAFT_YEAR,SEASON_1
203932,Aaron Gordon,26.0,80,235,2014,2022
1630565,Aaron Henry,22.0,77,210,Undrafted,2022
1628988,Aaron Holiday,25.0,72,185,2018,2022
1630174,Aaron Nesmith,22.0,77,215,2020,2022
1630598,Aaron Wiggins,23.0,76,190,2021,2022
1627846,Abdel Nader,28.0,77,225,2016,2022
1630278,Ade Murkey,24.0,77,200,Undrafted,2022
1629678,Admiral Schofield,25.0,77,241,2019,2022
1629958,Ahmad Caver,25.0,74,174,2019,2022
201143,Al Horford,36.0,81,240,2007,2022
202692,Alec Burks,30.0,78,214,2011,2022
1630758,Aleem Ford,24.0,80,220,Undrafted,2022
1630197,Aleksej Pokusevski,20.0,84,190,2020,2022
1627936,Alex Caruso,28.0,77,186,Undrafted,2022
203458,Alex Len,29.0,84,250,2013,2022
1628035,Alfonzo McKinnie,29.0,79,215,Undrafted,2022
1628993,Alize Johnson,26.0,80,212,2018,2022
1630578,Alperen Sengun,19.0,82,243,2021,2022
1629599,Amir Coffey,25.0,79,210,Undrafted,2022
203083,Andre Drummond,28.0,82,279,2012,2022
2738,Andre Iguodala,38.0,78,215,2004,2022
203952,Andrew Wiggins,27.0,79,197,2014,2022
1629014,Anfernee Simons,23.0,75,181,2018,2022
203076,Anthony Davis,29.0,82,253,2012,2022
1630162,Anthony Edwards,20.0,76,225,2020,2022
1630264,Anthony Gill,29.0,79,230,Undrafted,2022
1630237,Anthony Lamb,24.0,78,227,Undrafted,2022
1629717,Armoni Brooks,24.0,75,195,2019,2022
1629083,Arnoldas Kulboka,24.0,82,209,2018,2022
1630559,Austin Reaves,24.0,77,197,Undrafted,2022
203085,Austin Rivers,29.0,76,200,2012,2022
202340,Avery Bradley,31.0,75,180,2010,2022
1630245,Ayo Dosunmu,22.0,76,200,2021,2022
1629168,BJ Johnson,26.0,78,200,Undrafted,2022
1628389,Bam Adebayo,24.0,81,255,2017,2022
203463,Ben McLemore,29.0,75,195,2013,2022
202687,Bismack Biyombo,29.0,80,255,2011,2022
201933,Blake Griffin,33.0,81,250,2009,2022
1626246,Boban Marjanovic,33.0,87,290,Undrafted,2022
1626171,Bobby Portis,27.0,82,250,2015,2022
203992,Bogdan Bogdanović,29.0,78,225,2014,2022
202711,Bojan Bogdanovic,33.0,79,226,2011,2022
1629626,Bol Bol,22.0,86,220,2019,2022
1630538,Bones Hyland,21.0,74,169,2021,2022
202954,Brad Wanamaker,32.0,75,210,Undrafted,2022
203078,Bradley Beal,29.0,76,207,2012,2022
1630527,Brandon Boston,20.0,78,188,2021,2022
1629634,Brandon Clarke,25.0,80,215,2019,2022
1629164,Brandon Goodwin,26.0,72,180,Undrafted,2022
1627742,Brandon Ingram,24.0,80,190,2016,2022
202688,Brandon Knight,30.0,74,182,2011,2022
1630314,Brandon Williams,22.0,74,190,Undrafted,2022
1630296,Braxton Key,25.0,80,225,Undrafted,2022
1630271,Brodric Thomas,25.0,77,185,Undrafted,2022
201572,Brook Lopez,34.0,84,282,2008,2022
1628971,Bruce Brown,25.0,76,202,2018,2022
1628981,Bruno Fernando,23.0,81,240,2019,2022
1627854,Bryn Forbes,28.0,74,205,Undrafted,2022
1627741,Buddy Hield,29.0,76,220,2016,2022
1629604,CJ Elleby,22.0,78,200,2020,2022
203468,CJ McCollum,30.0,75,190,2013,2022
101139,CJ Miles,35.0,78,220,2005,2022
1630595,Cade Cunningham,20.0,78,220,2021,2022
1628997,Caleb Martin,26.0,77,205,Undrafted,2022
1629629,Cam Reddish,22.0,80,217,2019,2022
1630560,Cam Thomas,20.0,75,210,2021,2022
1629661,Cameron Johnson,26.0,80,210,2019,2022
1630787,Cameron McGriff,24.0,79,220,Undrafted,2022
1628419,Cameron Oliver,25.0,80,239,Undrafted,2022
1626166,Cameron Payne,27.0,73,183,2015,2022
1627747,Caris LeVert,27.0,78,205,2016,2022
1630637,Carlik Jones,24.0,72,174,Undrafted,2022
2546,Carmelo Anthony,38.0,79,238,2003,2022
1629035,Carsen Edwards,24.0,71,200,2019,2022
1630199,Cassius Stanley,22.0,77,190,2020,2022
1630216,Cassius Winston,24.0,73,185,2020,2022
1627760,Cat Barber,27.0,73,173,2016,2022
1626224,Cedi Osman,27.0,79,230,2015,2022
1628990,Chandler Hutchison,26.0,78,210,2018,2022
1629646,Charles Bassey,21.0,81,230,2021,2022
1629718,Charlie Brown Jr.,25.0,78,199,Undrafted,2022
1630602,Chaundee Brown Jr.,23.0,77,215,Undrafted,2022
1627767,Cheick Diallo,25.0,80,219,2016,2022
1629002,Chimezie Metu,25.0,81,225,2018,2022
1628449,Chris Boucher,29.0,81,200,Undrafted,2022
1629185,Chris Chiozza,26.0,71,175,Undrafted,2022
1630537,Chris Duarte,25.0,77,190,2021,2022
101108,Chris Paul,37.0,72,175,2005,2022
1629735,Chris Silva,25.0,80,234,Undrafted,2022
1626174,Christian Wood,26.0,81,214,Undrafted,2022
1629643,Chuma Okeke,23.0,78,229,2019,2022
203991,Clint Capela,28.0,82,256,2014,2022
1629632,Coby White,22.0,76,195,2019,2022
1628998,Cody Martin,26.0,78,205,2019,2022
203469,Cody Zeller,29.0,83,240,2013,2022
1630175,Cole Anthony,22.0,75,185,2020,2022
1629012,Collin Sexton,23.0,73,190,2018,2022
1630557,Corey Kispert,23.0,78,224,2021,2022
202709,Cory Joseph,30.0,75,200,2011,2022
1628591,Craig Sword,28.0,75,196,Undrafted,2022
1626156,D'Angelo Russell,26.0,76,193,2015,2022
201571,D.J. Augustin,34.0,71,183,2008,2022
1628391,D.J. Wilson,26.0,82,231,2017,2022
1629610,DaQuan Jeffries,24.0,77,222,Undrafted,2022
1630227,Daishen Nix,20.0,76,226,Undrafted,2022
1629751,Dakota Mathias,26.0,76,200,2018,2022
1630625,Dalano Banton,22.0,79,204,2021,2022
1627745,Damian Jones,27.0,83,245,2016,2022
203081,Damian Lillard,31.0,74,195,2012,2022
1627814,Damion Lee,29.0,77,210,Undrafted,2022
1628422,Damyean Dotson,28.0,77,210,2017,2022
1629655,Daniel Gafford,23.0,81,234,2019,2022
1630187,Daniel Oturu,22.0,80,240,2020,2022
1628464,Daniel Theis,30.0,81,245,Undrafted,2022
201568,Danilo Gallinari,33.0,82,236,2008,2022
201980,Danny Green,35.0,78,215,2009,2022
1627863,Danuel House Jr.,29.0,78,220,Undrafted,2022
1629647,Darius Bazley,22.0,80,208,2019,2022
1629636,Darius Garland,22.0,73,192,2019,2022
201954,Darren Collison,34.0,72,160,2009,2022
1630561,David Duke Jr.,22.0,76,204,Undrafted,2022
1630525,David Johnson,21.0,76,203,2021,2022
1628021,David Nwaba,29.0,77,219,Undrafted,2022
1630558,Davion Mitchell,23.0,72,202,2021,2022
202722,Davis Bertans,29.0,82,225,2011,2022
1628432,Davon Reed,27.0,77,206,2017,2022
1630549,Day'Ron Sharpe,20.0,81,265,2021,2022
1628368,De'Aaron Fox,24.0,75,185,2017,2022
1629631,De'Andre Hunter,24.0,80,221,2019,2022
1629001,De'Anthony Melton,24.0,74,200,2018,2022
201599,DeAndre Jordan,33.0,83,265,2008,2022
1627761,DeAndre' Bembry,27.0,77,210,2016,2022
1630610,DeJon Jarreau,24.0,77,185,Undrafted,2022
201942,DeMar DeRozan,32.0,78,220,2009,2022
202326,DeMarcus Cousins,31.0,82,270,2010,2022
1629731,Dean Wade,25.0,81,228,Undrafted,2022
1629028,Deandre Ayton,23.0,83,250,2018,2022
1629686,Deividas Sirvydis,22.0,80,190,2019,2022
1627749,Dejounte Murray,25.0,76,180,2016,2022
1626153,Delon Wright,30.0,77,185,2015,2022
1630166,Deni Avdija,21.0,81,210,2020,2022
203471,Dennis Schröder,28.0,73,172,2013,2022
1628372,Dennis Smith Jr.,24.0,74,205,2017,2022
1627756,Denzel Valentine,28.0,76,220,2016,2022
202324,Derrick Favors,30.0,81,265,2010,2022
1627884,Derrick Jones Jr.,25.0,78,210,Undrafted,2022
201565,Derrick Rose,33.0,74,200,2008,2022
1628476,Derrick Walton Jr.,27.0,72,185,Undrafted,2022
1628401,Derrick White,27.0,76,190,2017,2022
1630217,Desmond Bane,24.0,77,215,2020,2022
1626164,Devin Booker,25.0,77,206,2015,2022
1629962,Devin Cannady,26.0,74,183,2019,2022
1630170,Devin Vassell,21.0,77,200,2020,2022
1629653,Devon Dotson,22.0,73,185,Undrafted,2022
1629719,Devontae Cacok,25.0,79,240,Undrafted,2022
1628984,Devonte' Graham,27.0,73,195,2018,2022
203473,Dewayne Dedmon,32.0,84,245,Undrafted,2022
1629712,Didi Louzada,22.0,77,188,2019,2022
1628415,Dillon Brooks,26.0,79,225,2017,2022
1627734,Domantas Sabonis,26.0,83,240,2016,2022
1628378,Donovan Mitchell,25.0,73,215,2017,2022
1628978,Donte DiVincenzo,25.0,76,203,2018,2022
1627827,Dorian Finney-Smith,29.0,79,220,Undrafted,2022
203926,Doug McDermott,30.0,79,225,2014,2022
203110,Draymond Green,32.0,78,230,2012,2022
1629234,Drew Eubanks,25.0,81,245,Undrafted,2022
1630613,Duane Washington Jr.,22.0,75,197,Undrafted,2022
1629130,Duncan Robinson,28.0,79,215,Undrafted,2022
2730,Dwight Howard,36.0,82,265,2004,2022
203939,Dwight Powell,30.0,82,240,2014,2022
1629685,Dylan Windler,25.0,78,196,2019,2022
202334,Ed Davis,33.0,81,218,2010,2022
203901,Elfrid Payton,28.0,75,195,2014,2022
1630190,Elijah Hughes,24.0,77,215,2020,2022
1629150,Emanuel Terry,25.0,81,220,Undrafted,2022
1626144,Emmanuel Mudiay,26.0,75,200,2015,2022
202683,Enes Freedom,30.0,82,250,2011,2022
202339,Eric Bledsoe,32.0,73,214,2010,2022
201569,Eric Gordon,33.0,75,215,2008,2022
1629672,Eric Paschall,25.0,78,255,2019,2022
1630647,Eugene Omoruyi,25.0,78,235,Undrafted,2022
203095,Evan Fournier,29.0,78,205,2012,2022
1630596,Evan Mobley,21.0,83,215,2021,2022
1630267,Facundo Campazzo,31.0,70,195,Undrafted,2022
1630624,Feron Hunt,22.0,80,195,Undrafted,2022
1628402,Frank Jackson,24.0,75,205,2017,2022
1626163,Frank Kaminsky,29.0,84,240,2015,2022
1628373,Frank Ntilikina,23.0,76,200,2017,2022
1630532,Franz Wagner,20.0,82,220,2021,2022
1627832,Fred VanVleet,28.0,73,197,Undrafted,2022
1630273,Freddie Gillespie,25.0,81,245,Undrafted,2022
