PLAYER_ID,PLAYER_NAME,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,DRAFT_YEAR,SEASON_1
201985,AJ Price,28.0,74.0,195,2009,2015
201166,Aaron Brooks,30.0,72.0,161,2007,2015
203932,Aaron Gordon,19.0,81.0,220,2014,2015
203940,Adreian Payne,24.0,82.0,245,2014,2015
201143,Al Horford,29.0,82.0,250,2007,2015
2744,Al Jefferson,30.0,82.0,289,2004,2015
202329,Al-Farouq Aminu,24.0,81.0,215,2010,2015
101187,Alan Anderson,32.0,78.0,220,Undrafted,2015
202692,Alec Burks,23.0,78.0,211,2011,2015
203945,Alex Kirk,23.0,84.0,245,Undrafted,2015
203458,Alex Len,22.0,85.0,255,2013,2015
203144,Alexey Shved,26.0,78.0,187,Undrafted,2015
201582,Alexis Ajinca,27.0,86.0,248,2008,2015
203459,Allen Crabbe,23.0,78.0,210,2013,2015
202087,Alonzo Gee,28.0,78.0,225,Undrafted,2015
2405,Amar'e Stoudemire,32.0,82.0,245,2002,2015
101161,Amir Johnson,28.0,81.0,240,2005,2015
2760,Anderson Varejao,32.0,83.0,267,2004,2015
203958,Andre Dawkins,23.0,77.0,219,Undrafted,2015
203083,Andre Drummond,21.0,83.0,279,2012,2015
2738,Andre Iguodala,31.0,78.0,215,2004,2015
1889,Andre Miller,39.0,74.0,200,1999,2015
203460,Andre Roberson,23.0,79.0,210,2013,2015
200745,Andrea Bargnani,29.0,84.0,245,2006,2015
1905,Andrei Kirilenko,34.0,81.0,235,1999,2015
101106,Andrew Bogut,30.0,84.0,260,2005,2015
203094,Andrew Nicholson,25.0,81.0,250,2012,2015
203952,Andrew Wiggins,20.0,80.0,199,2014,2015
203461,Anthony Bennett,22.0,80.0,245,2013,2015
203076,Anthony Davis,22.0,82.0,220,2012,2015
201627,Anthony Morrow,29.0,77.0,210,Undrafted,2015
201229,Anthony Tolliver,30.0,80.0,240,Undrafted,2015
203462,Archie Goodwin,20.0,77.0,198,2013,2015
202620,Arinze Onuaku,27.0,81.0,275,Undrafted,2015
203382,Aron Baynes,28.0,82.0,260,Undrafted,2015
201167,Arron Afflalo,29.0,77.0,215,2007,2015
