PLAYER_ID,PLAYER_NAME,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,DRAFT_YEAR,SEASON_1
201166,Aaron Brooks,31.0,72,161,2007,2020
203932,Aaron Gordon,20.0,81,220,2014,2020
1626151,Aaron Harrison,21.0,78,210,Undrafted,2020
203940,Adreian Payne,25.0,82,237,2014,2020
201143,Al Horford,30.0,82,245,2007,2020
2744,Al Jefferson,31.0,82,289,2004,2020
202329,Al-Farouq Aminu,25.0,81,215,2010,2020
101187,Alan Anderson,33.0,78,220,Undrafted,2020
1626210,Alan Williams,23.0,80,260,Undrafted,2020
202692,Alec Burks,24.0,78,214,2011,2020
203458,Alex Len,23.0,85,260,2013,2020
1627293,Alex Stepheson,28.0,82,270,Undrafted,2020
201582,Alexis Ajinca,28.0,86,248,2008,2020
203459,Allen Crabbe,24.0,78,210,2013,2020
202087,Alonzo Gee,29.0,78,225,Undrafted,2020
2405,Amar'e Stoudemire,33.0,82,245,2002,2020
101161,Amir Johnson,29.0,81,240,2005,2020
2760,Anderson Varejao,33.0,83,273,2004,2020
203083,Andre Drummond,22.0,83,279,2012,2020
2738,Andre Iguodala,32.0,78,215,2004,2020
1889,Andre Miller,40.0,75,200,1999,2020
203460,Andre Roberson,24.0,79,210,2013,2020
200745,Andrea Bargnani,30.0,84,245,2006,2020
101106,Andrew Bogut,31.0,84,260,2005,2020
202726,Andrew Goudelock,27.0,75,200,2011,2020
203094,Andrew Nicholson,26.0,81,250,2012,2020
203952,Andrew Wiggins,21.0,80,199,2014,2020
203461,Anthony Bennett,23.0,80,245,2013,2020
1626148,Anthony Brown,23.0,79,210,2015,2020
203076,Anthony Davis,23.0,82,253,2012,2020
201627,Anthony Morrow,30.0,77,210,Undrafted,2020
201229,Anthony Tolliver,31.0,80,240,Undrafted,2020
203462,Archie Goodwin,21.0,77,200,2013,2020
203382,Aron Baynes,29.0,82,260,Undrafted,2020
201167,Arron Afflalo,30.0,77,210,2007,2020
203085,Austin Rivers,23.0,76,200,2012,2020
202340,Avery Bradley,25.0,74,180,2010,2020
1626253,Axel Toupane,23.0,79,210,Undrafted,2020
203463,Ben McLemore,23.0,77,195,2013,2020
2757,Beno Udrih,33.0,75,205,2004,2020
202687,Bismack Biyombo,23.0,81,245,2011,2020
201933,Blake Griffin,27.0,82,251,2009,2020
1626246,Boban Marjanovic,27.0,87,290,Undrafted,2020
1626171,Bobby Portis,21.0,83,230,2015,2020
202711,Bojan Bogdanovic,27.0,80,216,2011,2020
2564,Boris Diaw,34.0,80,250,2003,2020
203078,Bradley Beal,23.0,77,207,2012,2020
201148,Brandan Wright,28.0,82,210,2007,2020
1626183,Branden Dawson,23.0,78,225,2015,2020
101138,Brandon Bass,31.0,80,250,2005,2020
201943,Brandon Jennings,26.0,73,169,2009,2020
202688,Brandon Knight,24.0,75,189,2011,2020
201575,Brandon Rush,30.0,78,220,2008,2020
